country_code,PC1_rescaled_std,PC1_rescaled_min,PC1_rescaled_max,PC2_rescaled_std,PC2_rescaled_min,PC2_rescaled_max,range_pc1,range_pc2
360.0,0.022399726197302298,-0.8857821244706252,-0.8129538492073196,0.02376282309017957,-0.9669443957035663,-0.8852403991175317,0.0728282752633056,0.08170399658603456
364.0,0.0009892254425180604,-0.8822979614202242,-0.8790000146074878,0.019087185172047046,-0.6925509059131845,-0.6293343348291043,0.0032979468127364298,0.06321657108408019
368.0,0.01660962701906587,-1.1815231920572395,-1.1186388426742,0.034472386203225194,-0.9596238021051705,-0.8360314823596189,0.06288434938303955,0.12359231974555163
372.0,0.028792680788917245,1.1192710965123374,1.2151952202915535,0.020739395922737998,-0.6081695495990884,-0.5419692432964954,0.09592412377921611,0.06620030630259299
380.0,0.012085035484379728,0.9374127221053717,0.9829168751149377,0.016519109646385872,0.32247192779499084,0.38279552409940487,0.045504153009566006,0.06032359630441403
392.0,0.07670462174340292,1.3450011123205272,1.606957202388796,0.04871195487232148,1.806496524074836,1.9750143789342065,0.2619560900682687,0.16851785485937043
398.0,0.01935635211955857,-0.3372731065581785,-0.26960396537213,0.026328948519584703,-0.26750039377089224,-0.17096217278113623,0.0676691411860485,0.09653822098975601
400.0,0.03391255412848138,-1.3113815675908052,-1.1983772674399527,0.030506075515226688,-1.632451404062113,-1.5308981298862672,0.1130043001508525,0.10155327417584581
404.0,0.021158797474194115,-0.13628835896588942,-0.05370317296493274,0.013479208094184096,-0.810469706940388,-0.7578105337132123,0.08258518600095668,0.052659173227175726
410.0,0.05135886361770665,0.17513632595686618,0.3489816495338471,0.0244955344395929,1.1983658626622231,1.294349953628663,0.1738453235769809,0.09598409096643978
414.0,0.028358984353315846,-0.12512383120452472,-0.02964323188383638,0.00636594769776327,-1.176410156853888,-1.147558814800923,0.09548059932068834,0.028851342052965023
417.0,0.02157970793236579,-0.5086081415805039,-0.427098735509601,0.02194776826853119,-1.0098541743150258,-0.9241706465431765,0.08150940607090296,0.08568352777184929
422.0,0.004579729655637461,-0.675062416235592,-0.6597198813627762,0.02304590677470188,-0.32251024071251516,-0.2460899888922258,0.015342534872815894,0.07642025182028936
